date,state,crop,price
01-04-2027,Rajasthan,Barley,2057.47
01-09-2024,Maharashtra,Groundnut,6116.88
01-10-2021,Karnataka,Sugarcane,303.91
01-08-2025,Bihar,Wheat,2294.58
01-09-2023,Gujarat,Sugarcane,315.21
01-09-2022,Rajasthan,Wheat,2026.56
01-03-2028,Haryana,Soybean,4503.09
01-12-2026,Maharashtra,Cotton,7126.22
01-12-2021,Gujarat,Cotton,6234.73
01-01-2025,Punjab,Maize,1714.53
01-10-2024,Tamil Nadu,Soybean,3739.8
01-09-2020,Haryana,Groundnut,5411.66
01-07-2021,Maharashtra,Mustard,4929.27
01-09-2028,Madhya Pradesh,Maize,1784.95
01-08-2020,Punjab,Wheat,1955.51
01-11-2024,Haryana,Cotton,6626.23
01-09-2022,Gujarat,Wheat,2106.24
01-07-2028,Madhya Pradesh,Maize,1896.0
01-07-2021,Karnataka,Groundnut,5718.25
01-02-2022,Haryana,Sugarcane,332.4
01-08-2025,Madhya Pradesh,Cotton,6815.32
01-06-2025,Haryana,Soybean,4187.13
01-01-2024,Rajasthan,Barley,1814.71
01-02-2027,Maharashtra,Sugarcane,370.91
01-05-2027,Punjab,Barley,2054.62
01-03-2024,Punjab,Pulses,5888.81
01-04-2025,Maharashtra,Rice,2185.26
01-03-2023,Gujarat,Wheat,2269.29
01-07-2020,Gujarat,Cotton,6136.16
01-11-2022,Uttar Pradesh,Wheat,2044.01
01-07-2021,Bihar,Soybean,3613.02
01-01-2026,Uttar Pradesh,Pulses,5882.92
01-05-2025,Punjab,Mustard,5785.56
01-03-2025,Tamil Nadu,Sugarcane,364.94
01-11-2024,Uttar Pradesh,Mustard,5294.43
01-02-2025,Madhya Pradesh,Mustard,5728.77
01-04-2028,Uttar Pradesh,Sugarcane,388.35
01-05-2023,Punjab,Pulses,5847.58
01-04-2025,Uttar Pradesh,Barley,1935.89
01-04-2022,Haryana,Pulses,5527.27
01-04-2026,Maharashtra,Mustard,6090.4
01-11-2028,Tamil Nadu,Groundnut,6548.02
01-10-2026,Bihar,Mustard,5547.19
01-07-2021,Tamil Nadu,Groundnut,5754.94
01-05-2028,Tamil Nadu,Soybean,4642.03
01-07-2025,Gujarat,Pulses,5828.58
01-06-2022,Bihar,Maize,1676.84
01-03-2027,Uttar Pradesh,Rice,2253.01
01-06-2024,Madhya Pradesh,Barley,1833.22
01-09-2024,Gujarat,Pulses,5465.84
01-10-2026,Haryana,Cotton,6983.93
01-04-2020,Tamil Nadu,Groundnut,5889.14
01-07-2026,Bihar,Barley,1941.28
01-08-2023,Haryana,Sugarcane,328.18
01-11-2025,Maharashtra,Soybean,3986.0
01-10-2028,Tamil Nadu,Sugarcane,355.67
01-04-2023,Uttar Pradesh,Rice,2058.27
01-01-2026,Punjab,Barley,1859.27
01-04-2020,Maharashtra,Maize,1595.61
01-04-2022,Gujarat,Mustard,5306.08
01-05-2023,Punjab,Maize,1746.35
01-06-2025,Punjab,Barley,1921.57
01-01-2020,Maharashtra,Barley,1611.81
01-10-2026,Tamil Nadu,Cotton,6971.54
01-09-2023,Uttar Pradesh,Cotton,6423.11
01-06-2021,Uttar Pradesh,Sugarcane,321.32
01-01-2023,Haryana,Barley,1717.09
01-01-2024,Karnataka,Mustard,5302.97
01-02-2023,Haryana,Wheat,2236.9
01-02-2028,Bihar,Pulses,6328.66
01-11-2023,Bihar,Sugarcane,321.51
01-07-2020,Bihar,Barley,1650.7
01-04-2028,Karnataka,Maize,1977.29
01-11-2023,Rajasthan,Pulses,5400.19
01-05-2024,Rajasthan,Cotton,6940.38
01-12-2026,Karnataka,Groundnut,6363.08
01-03-2026,Rajasthan,Rice,2223.7
01-07-2027,Haryana,Sugarcane,370.46
01-05-2027,Rajasthan,Cotton,7627.32
01-06-2022,Punjab,Mustard,5366.41
01-12-2020,Punjab,Maize,1490.81
01-12-2022,Maharashtra,Wheat,2085.45
01-04-2026,Uttar Pradesh,Rice,2277.76
01-08-2028,Tamil Nadu,Groundnut,6623.44
01-04-2027,Gujarat,Cotton,7757.67
01-04-2026,Karnataka,Cotton,7532.23
01-09-2028,Madhya Pradesh,Rice,2132.76
01-06-2022,Tamil Nadu,Pulses,5573.58
01-04-2020,Uttar Pradesh,Wheat,2105.12
01-09-2028,Haryana,Pulses,5995.97
01-08-2028,Rajasthan,Barley,1942.95
01-03-2027,Gujarat,Cotton,7678.56
01-05-2028,Maharashtra,Wheat,2591.6
01-08-2024,Bihar,Groundnut,6155.23
01-03-2028,Maharashtra,Groundnut,7020.63
01-11-2024,Karnataka,Groundnut,6061.26
01-10-2024,Gujarat,Wheat,2166.73
01-07-2023,Punjab,Soybean,3895.32
01-02-2027,Gujarat,Soybean,4299.74
01-02-2024,Uttar Pradesh,Barley,1844.72
01-04-2027,Punjab,Wheat,2517.64
01-04-2025,Gujarat,Soybean,4318.15
01-06-2023,Maharashtra,Mustard,5480.22
01-10-2028,Madhya Pradesh,Pulses,5946.18
01-07-2028,Tamil Nadu,Groundnut,6788.14
01-09-2023,Madhya Pradesh,Cotton,6416.49
01-09-2022,Bihar,Barley,1682.68
01-04-2025,Tamil Nadu,Groundnut,6796.39
01-09-2027,Maharashtra,Maize,1738.19
01-09-2021,Punjab,Rice,1840.72
01-06-2022,Punjab,Maize,1637.77
01-10-2020,Punjab,Groundnut,5374.01
01-05-2023,Punjab,Mustard,5452.64
01-09-2021,Karnataka,Pulses,4938.83
01-07-2024,Rajasthan,Sugarcane,340.94
01-09-2021,Punjab,Maize,1504.41
01-01-2020,Maharashtra,Groundnut,5591.25
01-12-2025,Punjab,Barley,1849.33
01-06-2022,Haryana,Pulses,5600.83
01-04-2025,Uttar Pradesh,Mustard,5799.79
01-04-2022,Haryana,Rice,2036.98
01-10-2022,Maharashtra,Mustard,4898.24
01-01-2023,Rajasthan,Sugarcane,333.52
01-04-2027,Uttar Pradesh,Pulses,6337.46
01-09-2023,Karnataka,Maize,1621.53
01-03-2021,Karnataka,Sugarcane,329.56
01-01-2023,Maharashtra,Maize,1627.59
01-06-2021,Karnataka,Mustard,5179.18
01-01-2021,Maharashtra,Barley,1661.41
01-05-2024,Gujarat,Sugarcane,358.11
01-11-2026,Uttar Pradesh,Groundnut,6432.94
01-07-2025,Gujarat,Soybean,4072.45
01-12-2020,Karnataka,Groundnut,5607.51
01-11-2024,Karnataka,Pulses,5441.0
01-12-2021,Haryana,Mustard,5004.4
01-07-2020,Gujarat,Maize,1533.37
01-09-2022,Punjab,Mustard,4877.33
01-03-2023,Madhya Pradesh,Pulses,5805.82
01-03-2027,Gujarat,Wheat,2546.38
01-05-2025,Tamil Nadu,Pulses,6121.14
01-05-2028,Punjab,Soybean,4563.93
01-11-2024,Karnataka,Sugarcane,327.1
01-07-2025,Madhya Pradesh,Groundnut,6459.45
01-07-2020,Tamil Nadu,Groundnut,5660.4
01-10-2028,Uttar Pradesh,Rice,2159.27
01-05-2022,Rajasthan,Sugarcane,338.7
01-11-2025,Punjab,Groundnut,6191.67
01-01-2021,Gujarat,Pulses,5202.54
01-08-2027,Gujarat,Wheat,2411.31
01-02-2028,Karnataka,Cotton,7607.17
01-12-2023,Gujarat,Pulses,5465.38
01-02-2026,Rajasthan,Sugarcane,359.8
01-11-2027,Tamil Nadu,Maize,1772.31
01-11-2025,Uttar Pradesh,Wheat,2223.34
01-09-2027,Tamil Nadu,Groundnut,6600.4
01-04-2021,Tamil Nadu,Sugarcane,329.84
01-12-2025,Gujarat,Soybean,3996.91
01-12-2023,Rajasthan,Cotton,6626.63
01-02-2020,Madhya Pradesh,Cotton,6206.08
01-10-2020,Bihar,Mustard,4722.54
01-06-2027,Maharashtra,Groundnut,6822.09
01-09-2020,Tamil Nadu,Barley,1587.39
01-01-2021,Uttar Pradesh,Sugarcane,315.06
01-02-2021,Madhya Pradesh,Groundnut,5819.58
01-02-2027,Haryana,Pulses,6122.07
01-03-2025,Bihar,Rice,2202.23
01-03-2023,Tamil Nadu,Mustard,5489.1
01-11-2028,Rajasthan,Pulses,6102.51
01-04-2021,Bihar,Sugarcane,323.13
01-03-2020,Haryana,Soybean,3691.23
01-07-2025,Gujarat,Mustard,5529.95
01-04-2026,Gujarat,Sugarcane,375.4
01-11-2028,Bihar,Pulses,6129.25
01-09-2028,Maharashtra,Cotton,7251.17
01-01-2028,Madhya Pradesh,Groundnut,6721.44
01-10-2026,Gujarat,Groundnut,6205.63
01-03-2028,Bihar,Soybean,4547.93
01-09-2022,Haryana,Rice,1849.6
01-05-2024,Uttar Pradesh,Cotton,7051.25
01-03-2026,Maharashtra,Mustard,5829.79
01-10-2025,Bihar,Rice,2003.6
01-01-2022,Tamil Nadu,Groundnut,5900.56
01-02-2028,Tamil Nadu,Mustard,6085.48
01-10-2020,Karnataka,Soybean,3366.12
01-02-2021,Tamil Nadu,Cotton,6378.87
01-05-2026,Tamil Nadu,Soybean,4380.07
01-09-2026,Madhya Pradesh,Barley,1835.1
01-10-2023,Madhya Pradesh,Rice,1887.58
01-10-2021,Tamil Nadu,Wheat,2014.54
01-03-2021,Gujarat,Mustard,5226.83
01-01-2027,Bihar,Wheat,2447.13
01-03-2024,Uttar Pradesh,Cotton,7171.58
01-11-2025,Gujarat,Maize,1698.91
01-10-2022,Tamil Nadu,Soybean,3656.61
01-05-2026,Karnataka,Cotton,7473.28
01-09-2028,Tamil Nadu,Cotton,7130.09
01-03-2020,Uttar Pradesh,Wheat,2105.77
01-02-2027,Tamil Nadu,Groundnut,6930.56
01-09-2022,Uttar Pradesh,Pulses,5242.3
01-02-2021,Gujarat,Maize,1578.83
01-03-2026,Tamil Nadu,Mustard,5836.96
01-11-2023,Bihar,Wheat,2160.01
01-03-2026,Bihar,Rice,2267.66
01-04-2024,Karnataka,Pulses,5859.11
01-10-2020,Bihar,Wheat,1929.63
01-03-2027,Uttar Pradesh,Soybean,4418.11
01-06-2026,Gujarat,Barley,1967.91
01-07-2021,Maharashtra,Maize,1566.36
01-11-2021,Maharashtra,Pulses,5093.81
01-11-2027,Haryana,Pulses,5791.59
01-02-2028,Rajasthan,Pulses,6420.78
01-01-2025,Karnataka,Pulses,5833.42
01-03-2023,Gujarat,Soybean,4063.23
01-08-2020,Bihar,Barley,1610.08
01-02-2028,Gujarat,Groundnut,7118.89
01-04-2023,Rajasthan,Pulses,5668.06
01-08-2020,Bihar,Cotton,6045.02
01-01-2024,Madhya Pradesh,Barley,1803.06
01-03-2021,Maharashtra,Soybean,3805.99
01-04-2020,Bihar,Groundnut,5769.11
01-06-2025,Tamil Nadu,Wheat,2392.49
01-10-2023,Haryana,Mustard,5074.6
01-08-2025,Haryana,Maize,1727.15
01-08-2024,Karnataka,Sugarcane,327.45
01-03-2022,Haryana,Groundnut,6106.88
01-10-2021,Haryana,Cotton,5915.26
01-07-2023,Gujarat,Rice,1972.85
01-09-2025,Karnataka,Mustard,5310.16
01-06-2023,Maharashtra,Groundnut,6144.44
01-01-2022,Haryana,Pulses,5223.77
01-12-2020,Bihar,Wheat,1964.35
01-12-2022,Rajasthan,Barley,1711.69
01-06-2022,Punjab,Wheat,2207.86
01-06-2027,Uttar Pradesh,Pulses,6235.28
01-11-2028,Gujarat,Wheat,2442.71
01-11-2024,Tamil Nadu,Barley,1746.7
01-01-2027,Karnataka,Cotton,7396.86
01-03-2027,Rajasthan,Cotton,7483.04
01-09-2027,Gujarat,Rice,2085.08
01-03-2025,Maharashtra,Sugarcane,366.74
01-08-2027,Madhya Pradesh,Cotton,7146.58
01-01-2025,Uttar Pradesh,Sugarcane,349.2
01-12-2024,Punjab,Rice,2044.06
01-03-2026,Uttar Pradesh,Soybean,4387.56
01-10-2027,Punjab,Barley,1857.5
01-09-2021,Karnataka,Soybean,3507.14
01-08-2027,Rajasthan,Groundnut,6710.47
01-09-2025,Bihar,Soybean,3888.8
01-06-2023,Maharashtra,Soybean,3879.08
01-07-2022,Madhya Pradesh,Barley,1697.22
01-07-2026,Maharashtra,Sugarcane,357.75
01-02-2025,Uttar Pradesh,Maize,1760.61
01-03-2023,Karnataka,Groundnut,6242.96
01-02-2020,Rajasthan,Groundnut,5687.26
01-06-2027,Punjab,Barley,2012.54
01-11-2020,Bihar,Wheat,1934.37
01-01-2022,Tamil Nadu,Maize,1573.7
01-09-2021,Rajasthan,Soybean,3535.87
01-05-2027,Bihar,Wheat,2583.23
01-07-2024,Uttar Pradesh,Mustard,5359.2
01-07-2022,Tamil Nadu,Maize,1602.23
01-04-2028,Tamil Nadu,Groundnut,7254.91
01-09-2028,Maharashtra,Groundnut,6643.51
01-03-2023,Rajasthan,Barley,1836.88
01-03-2027,Tamil Nadu,Wheat,2568.24
01-04-2024,Tamil Nadu,Wheat,2375.6
01-03-2024,Maharashtra,Sugarcane,346.45
01-12-2026,Madhya Pradesh,Mustard,5674.29
01-06-2021,Madhya Pradesh,Mustard,5208.3
01-05-2028,Tamil Nadu,Sugarcane,392.53
01-03-2028,Karnataka,Sugarcane,392.0
01-06-2024,Maharashtra,Sugarcane,346.65
01-06-2024,Karnataka,Pulses,5704.88
01-01-2028,Maharashtra,Maize,1831.31
01-08-2025,Punjab,Maize,1716.45
01-04-2020,Punjab,Pulses,5268.8
01-05-2028,Uttar Pradesh,Groundnut,7167.02
01-01-2026,Gujarat,Rice,2128.29
01-09-2028,Punjab,Mustard,5762.74
01-05-2020,Maharashtra,Groundnut,5839.9
01-03-2026,Karnataka,Pulses,6298.89
01-04-2025,Rajasthan,Maize,1818.1
01-03-2024,Bihar,Groundnut,6360.54
01-03-2027,Rajasthan,Groundnut,6901.72
01-08-2026,Bihar,Cotton,6967.9
01-03-2025,Uttar Pradesh,Mustard,5723.2
01-08-2026,Haryana,Cotton,6879.67
01-03-2024,Gujarat,Rice,2111.78
01-08-2022,Gujarat,Barley,1686.26
01-08-2028,Karnataka,Wheat,2409.62
01-01-2027,Gujarat,Cotton,7375.85
01-08-2027,Maharashtra,Maize,1773.2
01-07-2026,Maharashtra,Wheat,2365.35
01-02-2027,Rajasthan,Maize,1847.59
01-05-2023,Rajasthan,Groundnut,6238.57
01-07-2028,Karnataka,Maize,1882.07
01-11-2020,Haryana,Pulses,4865.96
01-10-2027,Rajasthan,Barley,1877.79
01-08-2021,Karnataka,Barley,1660.76
01-02-2025,Karnataka,Groundnut,6368.59
01-03-2025,Uttar Pradesh,Wheat,2424.68
01-06-2022,Bihar,Mustard,5301.63
01-02-2021,Karnataka,Maize,1602.42
01-10-2024,Tamil Nadu,Barley,1713.6
01-07-2021,Madhya Pradesh,Mustard,5080.55
01-06-2028,Tamil Nadu,Rice,2325.05
01-02-2027,Haryana,Soybean,4422.06
01-03-2025,Rajasthan,Cotton,7089.04
01-04-2027,Haryana,Sugarcane,381.49
01-12-2023,Madhya Pradesh,Barley,1734.67
01-06-2024,Bihar,Cotton,7099.04
01-12-2022,Gujarat,Mustard,5091.63
01-02-2024,Haryana,Cotton,6784.1
01-07-2026,Gujarat,Maize,1812.76
01-01-2021,Rajasthan,Pulses,5174.62
01-10-2023,Maharashtra,Groundnut,5876.25
01-05-2020,Bihar,Cotton,6420.88
01-08-2026,Bihar,Sugarcane,349.04
01-04-2028,Tamil Nadu,Barley,2069.05
01-08-2022,Karnataka,Barley,1680.33
01-01-2026,Bihar,Sugarcane,357.48
01-08-2027,Tamil Nadu,Sugarcane,358.81
01-02-2021,Bihar,Rice,1931.49
01-01-2023,Rajasthan,Maize,1614.82
01-09-2020,Haryana,Sugarcane,293.62
01-08-2028,Bihar,Soybean,4354.55
01-05-2020,Bihar,Mustard,5153.7
01-12-2027,Madhya Pradesh,Soybean,4171.84
01-07-2027,Uttar Pradesh,Maize,1809.47
01-06-2022,Uttar Pradesh,Sugarcane,328.46
01-11-2024,Punjab,Mustard,5358.45
01-08-2027,Bihar,Maize,1820.4
01-09-2028,Karnataka,Pulses,5951.04
01-12-2026,Punjab,Pulses,5788.1
01-07-2024,Uttar Pradesh,Cotton,6925.12
01-05-2025,Rajasthan,Wheat,2456.65
01-01-2023,Tamil Nadu,Rice,1950.69
01-01-2020,Tamil Nadu,Maize,1480.65
01-10-2025,Bihar,Sugarcane,336.01
01-04-2025,Punjab,Pulses,6072.56
01-05-2023,Tamil Nadu,Sugarcane,339.76
01-12-2024,Gujarat,Mustard,5468.94
01-10-2025,Tamil Nadu,Maize,1670.11
01-01-2023,Bihar,Sugarcane,329.06
01-12-2021,Madhya Pradesh,Maize,1516.01
01-07-2021,Uttar Pradesh,Rice,1877.74
01-05-2028,Madhya Pradesh,Soybean,4564.32
01-09-2028,Haryana,Wheat,2449.78
01-10-2022,Gujarat,Wheat,2027.83
01-06-2023,Karnataka,Barley,1825.4
01-04-2026,Gujarat,Groundnut,6831.1
01-11-2023,Uttar Pradesh,Wheat,2109.61
01-03-2028,Maharashtra,Wheat,2564.18
01-10-2023,Karnataka,Mustard,5169.05
01-09-2028,Bihar,Groundnut,6742.61
01-09-2026,Haryana,Maize,1744.63
01-04-2027,Punjab,Groundnut,7143.73
01-03-2021,Rajasthan,Wheat,2124.14
01-06-2022,Madhya Pradesh,Sugarcane,335.93
01-01-2023,Uttar Pradesh,Wheat,2219.01
01-03-2024,Punjab,Sugarcane,356.82
01-11-2028,Gujarat,Groundnut,6771.36
01-07-2026,Karnataka,Mustard,5800.39
01-05-2026,Bihar,Rice,2199.04
01-10-2022,Uttar Pradesh,Barley,1626.68
01-06-2024,Rajasthan,Soybean,4121.36
01-01-2022,Madhya Pradesh,Barley,1711.08
01-03-2026,Maharashtra,Maize,1835.6
01-10-2025,Madhya Pradesh,Sugarcane,337.45
01-12-2022,Rajasthan,Mustard,5058.52
01-11-2022,Haryana,Cotton,6233.18
01-02-2020,Karnataka,Sugarcane,306.55
01-08-2025,Haryana,Wheat,2247.01
01-02-2021,Punjab,Soybean,3690.41
01-07-2022,Uttar Pradesh,Groundnut,5964.02
01-05-2027,Bihar,Rice,2294.89
01-02-2023,Bihar,Rice,2029.69
01-05-2021,Madhya Pradesh,Rice,1959.11
01-07-2022,Rajasthan,Sugarcane,319.47
01-10-2021,Gujarat,Cotton,5889.58
01-10-2023,Gujarat,Maize,1611.73
01-09-2021,Karnataka,Sugarcane,305.14
01-07-2028,Rajasthan,Mustard,5944.79
01-03-2028,Uttar Pradesh,Groundnut,7167.78
01-09-2023,Punjab,Rice,1902.76
01-04-2024,Rajasthan,Groundnut,6579.07
01-01-2025,Maharashtra,Mustard,5561.32
01-12-2024,Gujarat,Pulses,5683.75
01-03-2021,Gujarat,Groundnut,6022.04
01-11-2021,Punjab,Soybean,3599.12
01-02-2027,Karnataka,Wheat,2447.07
01-01-2020,Maharashtra,Maize,1483.94
01-12-2025,Gujarat,Mustard,5538.02
01-03-2025,Maharashtra,Soybean,4251.68
01-04-2022,Karnataka,Maize,1678.15
01-03-2028,Rajasthan,Barley,2099.05
01-03-2023,Haryana,Pulses,5739.82
01-09-2027,Gujarat,Barley,1895.16
01-07-2025,Rajasthan,Maize,1763.0
01-02-2022,Punjab,Cotton,6591.64
01-01-2026,Bihar,Cotton,7142.75
01-04-2026,Rajasthan,Barley,2027.8
01-01-2021,Rajasthan,Maize,1554.9
01-11-2026,Gujarat,Cotton,6833.46
01-04-2022,Maharashtra,Sugarcane,342.92
01-07-2025,Maharashtra,Mustard,5597.33
01-12-2027,Punjab,Wheat,2406.31
01-01-2022,Karnataka,Soybean,3694.15
01-02-2022,Tamil Nadu,Cotton,6661.25
01-06-2023,Madhya Pradesh,Sugarcane,333.27
01-10-2025,Tamil Nadu,Mustard,5345.33
01-09-2022,Uttar Pradesh,Wheat,2088.39
01-10-2028,Madhya Pradesh,Cotton,7114.25
01-10-2027,Tamil Nadu,Rice,2119.78
01-03-2021,Bihar,Wheat,2151.2
01-10-2027,Tamil Nadu,Maize,1767.29
01-02-2020,Maharashtra,Sugarcane,311.72
01-01-2023,Haryana,Rice,1999.76
01-02-2028,Madhya Pradesh,Mustard,6199.53
01-05-2020,Bihar,Groundnut,5763.04
01-05-2024,Uttar Pradesh,Groundnut,6441.64
01-06-2026,Maharashtra,Soybean,4300.67
01-03-2020,Haryana,Sugarcane,316.62
01-07-2023,Haryana,Soybean,3924.68
01-01-2021,Uttar Pradesh,Maize,1571.69
01-12-2025,Punjab,Sugarcane,343.98
01-07-2022,Karnataka,Barley,1686.45
01-12-2022,Haryana,Soybean,3723.18
01-04-2024,Bihar,Wheat,2321.38
01-10-2028,Karnataka,Soybean,4278.06
01-12-2023,Maharashtra,Cotton,6457.4
01-04-2025,Haryana,Rice,2157.62
01-11-2028,Madhya Pradesh,Pulses,6170.91
01-02-2026,Bihar,Maize,1783.72
01-04-2028,Uttar Pradesh,Pulses,6617.94
01-09-2024,Maharashtra,Pulses,5353.62
01-09-2025,Karnataka,Cotton,6627.58
01-12-2023,Maharashtra,Soybean,3802.01
01-12-2027,Tamil Nadu,Mustard,5803.16
01-08-2020,Karnataka,Barley,1563.29
01-03-2026,Uttar Pradesh,Groundnut,6727.4
01-09-2021,Karnataka,Mustard,4779.74
01-01-2020,Bihar,Groundnut,5497.99
01-09-2023,Punjab,Pulses,5339.93
01-04-2024,Haryana,Cotton,7195.13
01-06-2021,Karnataka,Groundnut,5905.12
01-04-2026,Uttar Pradesh,Sugarcane,368.17
01-12-2026,Uttar Pradesh,Sugarcane,357.91
01-05-2026,Madhya Pradesh,Groundnut,6855.33
01-06-2026,Bihar,Rice,2175.49
01-03-2023,Karnataka,Barley,1840.97
01-10-2027,Maharashtra,Sugarcane,357.34
01-12-2021,Bihar,Cotton,6247.67
01-03-2020,Haryana,Cotton,6283.28
01-11-2023,Bihar,Pulses,5297.33
01-11-2025,Tamil Nadu,Mustard,5382.04
01-03-2022,Karnataka,Barley,1767.72
01-02-2020,Haryana,Rice,1886.4
01-01-2028,Madhya Pradesh,Cotton,7417.57
01-07-2025,Uttar Pradesh,Pulses,5761.2
01-11-2026,Gujarat,Rice,2052.91
01-07-2026,Punjab,Pulses,5903.11
01-10-2027,Punjab,Pulses,5926.53
01-07-2020,Tamil Nadu,Rice,1825.31
01-01-2026,Tamil Nadu,Pulses,5950.75
01-01-2023,Punjab,Cotton,6630.48
01-01-2023,Karnataka,Pulses,5480.32
01-11-2023,Punjab,Soybean,3785.12
01-12-2026,Karnataka,Wheat,2373.01
01-02-2022,Madhya Pradesh,Sugarcane,331.08
01-05-2025,Maharashtra,Mustard,5867.24
01-06-2023,Madhya Pradesh,Soybean,3917.56
01-04-2022,Punjab,Mustard,5477.97
01-05-2028,Punjab,Rice,2375.44
01-07-2022,Karnataka,Wheat,2187.53
01-09-2028,Uttar Pradesh,Rice,2152.32
01-02-2020,Uttar Pradesh,Mustard,4989.45
01-06-2021,Bihar,Mustard,5106.61
01-04-2028,Madhya Pradesh,Rice,2349.16
01-05-2026,Haryana,Soybean,4335.5
01-05-2028,Rajasthan,Wheat,2597.4
01-11-2025,Madhya Pradesh,Pulses,5570.14
01-05-2027,Gujarat,Pulses,6316.7
01-07-2023,Karnataka,Mustard,5349.53
01-03-2020,Bihar,Wheat,2094.39
01-05-2024,Karnataka,Wheat,2367.45
01-02-2024,Madhya Pradesh,Barley,1830.01
01-06-2027,Bihar,Sugarcane,371.0
01-10-2023,Maharashtra,Soybean,3704.63
01-03-2022,Punjab,Barley,1782.11
01-05-2023,Uttar Pradesh,Maize,1695.11
01-08-2028,Karnataka,Mustard,5832.21
01-12-2028,Uttar Pradesh,Wheat,2469.43
01-01-2025,Uttar Pradesh,Pulses,5789.09
01-09-2023,Maharashtra,Rice,1898.79
01-05-2025,Madhya Pradesh,Soybean,4178.5
01-02-2027,Rajasthan,Cotton,7484.56
01-05-2028,Punjab,Maize,1986.17
01-10-2026,Tamil Nadu,Pulses,5758.9
01-05-2021,Rajasthan,Mustard,5215.97
01-06-2021,Uttar Pradesh,Barley,1698.35
01-01-2027,Punjab,Soybean,4276.03
01-10-2020,Gujarat,Groundnut,5368.95
01-04-2026,Bihar,Sugarcane,368.67
01-07-2022,Maharashtra,Mustard,5217.86
01-03-2024,Maharashtra,Groundnut,6487.88
01-11-2024,Madhya Pradesh,Pulses,5382.05
01-08-2025,Uttar Pradesh,Pulses,5631.89
01-03-2023,Rajasthan,Mustard,5381.82
01-06-2026,Maharashtra,Groundnut,6762.96
01-07-2025,Uttar Pradesh,Groundnut,6329.04
01-05-2028,Madhya Pradesh,Wheat,2591.02
01-04-2022,Gujarat,Soybean,3964.0
01-03-2020,Bihar,Groundnut,5701.51
01-09-2022,Maharashtra,Maize,1530.3
01-10-2021,Maharashtra,Groundnut,5602.02
01-05-2023,Karnataka,Pulses,5654.84
01-07-2027,Madhya Pradesh,Cotton,7243.36
01-05-2022,Karnataka,Soybean,3861.55
01-08-2024,Punjab,Wheat,2224.48
01-07-2021,Bihar,Wheat,2062.62
01-07-2025,Bihar,Wheat,2356.32
01-08-2025,Maharashtra,Maize,1675.72
01-03-2021,Punjab,Soybean,3836.28
01-09-2026,Gujarat,Cotton,6851.1
01-01-2022,Uttar Pradesh,Mustard,5154.92
01-08-2023,Gujarat,Rice,1967.6
01-07-2022,Karnataka,Cotton,6488.51
01-07-2027,Madhya Pradesh,Wheat,2461.66
01-08-2022,Bihar,Soybean,3736.27
01-11-2022,Gujarat,Groundnut,5621.74
01-12-2028,Haryana,Mustard,5900.67
01-04-2028,Madhya Pradesh,Wheat,2578.24
01-12-2023,Bihar,Barley,1733.4
01-12-2024,Rajasthan,Pulses,5705.1
01-12-2026,Madhya Pradesh,Soybean,4157.3
01-06-2024,Haryana,Cotton,6872.2
01-03-2020,Maharashtra,Mustard,5089.77
01-03-2024,Gujarat,Groundnut,6450.83
01-06-2021,Gujarat,Barley,1721.63
01-12-2020,Karnataka,Cotton,5946.33
01-11-2023,Uttar Pradesh,Rice,1902.37
01-03-2028,Uttar Pradesh,Rice,2325.79
01-06-2022,Rajasthan,Mustard,5173.3
01-02-2027,Tamil Nadu,Mustard,5989.8
01-07-2021,Maharashtra,Sugarcane,318.52
01-07-2021,Madhya Pradesh,Maize,1574.96
01-05-2025,Tamil Nadu,Sugarcane,365.41
01-08-2021,Punjab,Rice,1860.52
01-09-2023,Rajasthan,Maize,1615.59
01-12-2024,Karnataka,Soybean,3977.04
01-03-2021,Madhya Pradesh,Cotton,6509.2
01-08-2023,Uttar Pradesh,Wheat,2134.67
01-09-2027,Karnataka,Wheat,2333.01
01-11-2028,Punjab,Wheat,2389.79
01-11-2024,Bihar,Pulses,5488.6
01-04-2028,Karnataka,Mustard,6342.94
01-11-2025,Uttar Pradesh,Groundnut,6235.07
01-11-2021,Karnataka,Sugarcane,305.43
01-06-2023,Maharashtra,Maize,1705.23
01-02-2027,Tamil Nadu,Maize,1890.66
01-05-2026,Rajasthan,Barley,1966.48
01-07-2020,Punjab,Wheat,2035.02
01-11-2022,Uttar Pradesh,Maize,1530.01
01-02-2020,Rajasthan,Maize,1524.25
01-06-2026,Punjab,Mustard,5908.29
01-08-2024,Uttar Pradesh,Soybean,3882.79
01-11-2027,Madhya Pradesh,Soybean,4119.85
01-11-2027,Rajasthan,Maize,1803.05
01-08-2021,Haryana,Rice,1816.13
01-05-2025,Madhya Pradesh,Rice,2182.85
01-07-2028,Maharashtra,Pulses,6366.33
01-05-2027,Madhya Pradesh,Groundnut,7085.58
01-01-2028,Karnataka,Soybean,4321.82
01-12-2020,Tamil Nadu,Mustard,4892.93
01-11-2027,Madhya Pradesh,Cotton,7105.08
01-09-2020,Bihar,Sugarcane,291.22
01-07-2025,Uttar Pradesh,Soybean,4121.81
01-09-2022,Tamil Nadu,Rice,1823.72
01-01-2026,Madhya Pradesh,Mustard,5759.55
01-12-2022,Karnataka,Barley,1675.51
01-08-2020,Gujarat,Barley,1579.04
01-07-2021,Madhya Pradesh,Wheat,2086.54
